Name,Type,Brand,Speaker Maximum,Connectivity Technology,Audio Output Mode,Mounting Type
"Pyle Auto 2-Channel Marine Amplifier - 200 Watt RMS 4 OHM Full Range Stereo with Wireless Bluetooth & Powerful Prime Speaker - High Crossover HD Music Audio Multi Channel System PLMRMB2CB, Black",1.38 x 3.31 x 3.35 inches,12 Volts,Sound Around,12 Volts (DC),12 Volts (DC),https://www.amazon.com/Pyle-2-Channel-Bridgeable-Marine-Amplifier/dp/B07281X8FP/ref=sr_1_257?dib=eyJ2IjoiMSJ9.t_bOKNrVTZKZRTJWnqPD5a7tOiYUKKYAWSHS4HIYHu_dPucADw0EvpjUiv8tCRc8--vFdiQhUKwQ6CXKyciGzzm4BVce5NaAPyoF5hIo9qiTW-kpCS12zfjcUJTONFePVpctw0nM4Z5F-kThFhZE4Zb3EgOZZ70NJSjdiSsbTqa42aaCAEeE8x1JxGNxm1xtPlRYsdV_9bE0hANGE333WrMelY3Txnn7gR0XJ-X-vP0.MdKTxsmSdxskrTL-JMntm7FwoLUtU1KqsjSGXvW_ZaA&dib_tag=se&keywords=car+speakers&qid=1760603900&refinements=p_36%3A4700-7200&sr=8-257&xpid=urmXIiwVlrrSJ
"Pyramid 300 Watt 3-Way Mini Box Speaker System (Pair), Wall Mountable Indoor/Outdoor Surround Sound Speakers with 3.25"" Woofer, 2"" Midrange, 1"" Tweeter, ABS Sealed Enclosure, Mounting Kit Included",Pyramid,300 Watts,20 KHz,wired,Surround,https://www.amazon.com/Pyramid-Mountable-Surround-Speakers-Enclosure/dp/B000CSW4S6/ref=sr_1_105?dib=eyJ2IjoiMSJ9.-nXCURHyf2li0UcIA301fKBUJZBLxYsaKtyj7k3NkU8lEJyXBceHL3wNWS_8gPfNjgn99dZMK49EeYCF3WazsmLcDZLoD5MLG4AmWHJDGlpXa7lEupYZb5_NoMS2Z_lSySbxs0Oivp0juPSdhQFhqBxT1oC6nuvW7T8b1lS4OLFEuuAtppQBCuRx6fBfm8Sacnf7b04YTWf6bpZB2aqecAAsZHQXigm1MCHctGGELsM.wdqVkYcUhX8_uAJXuDlysTebPkPOigXvS3j4QRyV5xI&dib_tag=se&keywords=car+speakers&qid=1760603862&refinements=p_36%3A4700-7200&sr=8-105&xpid=urmXIiwVlrrSJ
Pioneer TS-A300TW 20mm 450 Watt Component Tweeter,PIONEER,400 Watts,69000 Hz,Wired,Stereo,https://www.amazon.com/Pioneer-TS-A300TW-20mm-Component-Tweeter/dp/B07KMDJCH7/ref=sr_1_289?dib=eyJ2IjoiMSJ9.JFrx1WsXMn9i6GigX-MK6vZcVnJIJpFHC4TQeZF1WAhaaZUkbTolr87zdhhcaWyMwMFv-NqjATw6avNyQQ_ARs4y5bIkwfBLfpT8xzP1ylpFcfeCeGesCDh_MFAd087UVfrW2jtg5y4cMPHoBrDLM1PL0sPqcKQpSRk_eo6LdiUJLhZF91FloRzpmbura3kcOyR2HnhwFovQS-pHPmRMcdJRhdG2dbSTCgdXsSXkUZc.InIA7JrA1xPypJar840yPmm16NX3gQOhP1cyGdBOmCY&dib_tag=se&keywords=car+speakers&qid=1760603907&refinements=p_36%3A4700-7200&sr=8-289&xpid=urmXIiwVlrrSJ
"AirFly Pro 2 Deluxe – Bluetooth Adapter for Airplane, Pair 2 AirPods or Wireless Headphones – 3.5mm AUX Bluetooth Transmitter/Receiver for Cars, Boats, Treadmills, TVs – Airplane Travel Essentials",Low Latency,Twelve South,AUX,Battery Powered,Plastic,https://www.amazon.com/AirFly-Pro-Deluxe-Headphones-Transmitter/dp/B0F3QD86TL/ref=sr_1_230?dib=eyJ2IjoiMSJ9.CCO04vXBCIxx7gx4YkY1nYfckYRbid2j2xuvW2Asa2kfFaHK5FiQ_6NR65Tkwo6swnRiqMQoQa66mKGC6bBokpKoMbygkgzA694hm_T_jhHD5TTWQ-fpK-rOS2ipMbS00R46lE3WC2liiFuiXj9jiDO46Cn1_fWiVWuGSN4SQfS8vuFIuvKf0oFJvSMHK0yz8UXjpTG7MdCo4Z5a6OGC89M_texUB7fafYRYZVVzBUQ.AQ4R8fbjTLmWc5jWwpflpB8vTPrgvheD3pwN_UT-SJw&dib_tag=se&keywords=car+speakers&qid=1760603890&refinements=p_36%3A4700-7200&sr=8-230&xpid=urmXIiwVlrrSJ
"ORION Cobalt Series CB693 6x9” 3-Way Coaxial Car Speakers, 320W, 4 Ohms, Full Range, Enhanced Bass, Polypropylene Cone & Butyl Rubber Surround, Easy Install, Grills Included (Pair)",ORION,320 Watts,Coaxial,Stereo,Bracket Mount,https://www.amazon.com/ORION-CB693-6x9-Speakers-Enhanced-Polypropylene/dp/B01M12M8HE/ref=sr_1_4?dib=eyJ2IjoiMSJ9.oG6Knm9wBWFDHaBV-Hecq9K0UWs81jN1UPeAKcniO2AO0tbacg4DGHTbKUsGz6hJoju3eCBckTEtOdbaYdrrL_QbdaaO6UniGTegtIi0xsW-1iCZnJCK9nySVNyxnPjscSmEnHlgmgLF7UG87Zj3CHxnIY6eAu6tRnz2otSDQDGI13iy6PnYbW38jYjtqGpbpNoMCZPy5FGQ8kS9F-oYXAJjnX7HQ7_vGeb3n4Llm4g.hhESwh0zVYgnzr1p9cXFNw0akcLlhT2ktldbIc4pC7I&dib_tag=se&keywords=car+speakers&qid=1760603839&refinements=p_36%3A4700-7200&sr=8-4
"MB Quart Formula 4 Inch 80 Watt 2 Way Coaxial Car Audio Speaker Pair with Built in 1 Inch Tweeters for Vehicle Sound System, Black (2 Pack)",MB Quart,1.6E+2 Watts,Coaxial,Surround,"Coaxial,Car Mount",https://www.amazon.com/MB-Quart-Formula-Coaxial-Tweeters/dp/B096YNK85Q/ref=sr_1_24?dib=eyJ2IjoiMSJ9.aaJPLUtd6uDykRkRwSSgbQ9S3uzddZOxnzIa_uI4txh9F08YJJwCP3Y54dBqqUCqCQKoEUff8Q0mYW93UkA9Jmhh9NFpPY6RnT-7GkamYuit1gaR2M8GdNaB2AMLfgGTsQsfQTNP_op8XNggZ2MwEvk0afgelcilR7K-QSO7HOyvIIDctW8kqw2Pz0IDY5M9oEEHBa3rFCHnmy3eBuhqvk8FzQJZFAHzqwwzxDaYg9I.DRxqjcK2OGOpRLrNq1bghGrhzjcwGR6B_aPjnZLwRFY&dib_tag=se&keywords=car+speakers&qid=1760603845&refinements=p_36%3A4700-7200&sr=8-24&xpid=urmXIiwVlrrSJ
D5BE 2 Tone Sound Loud Car Horn Loud Speaker Horn Car Truck,Dotrewes,One Color,metal,7.87 x 7.87 x 7.87 inches,wang wang 1995,https://www.amazon.com/D5BE-Tone-Sound-Speaker-Truck/dp/B0FT2LLMNS/ref=sr_1_280?dib=eyJ2IjoiMSJ9.SOoPCN05zno_nnfzyIW6eIXspjXrNi5WZNvv-V3ZzlFjs_FWRHB5muFenrM764FdN5kLl4tgpbSKVFi9zoVzcbc5JK5cer8iDJooqgG6timRjS0LE75Zpl1jCqHRuiXgDUjw-i5zG7YVwywQU4o4WmBbZZOJYOudL6hgfJ7MliwUn1JzIij9Li8MKLEaxLnlW1A8jYz7JCOxcfukQtJk-d7mdWfNl78I0KBj8zmWTXI.N5Chxi0IdFakuD4U4kdXEIjB9N9cC2MHP9_NEf6PsvI&dib_tag=se&keywords=car+speakers&qid=1760603903&refinements=p_36%3A4700-7200&sr=8-280&xpid=urmXIiwVlrrSJ
"Dotrewes Aluminum Car Tweeter Speaker Grill Cover, 6.5 Inch, Full Metal Mesh Grille Audio Enhancement Silver",None,None,None,None,None,https://www.amazon.com/Dotrewes-Aluminum-Tweeter-Speaker-Enhancement/dp/B0FRSCL5GX/ref=sr_1_128?dib=eyJ2IjoiMSJ9.JfNt78MsmYwFDPWKX2l859lCcPohMI91VDExSz_AGr72f4dFxdHZG3v5NTYj--cYTD5lCUkxtFkaKVYpUXnLiRiPV905tvu67BH2jjhrbrcRTLgq-oX2UqUPwZU2VxGoofqMVpippkmCOgWDOwfdunrgRxlG7YydRRLu7-U2G65HUsy3BtICNkSh3xgy423j-ma3Iv79Vn-p5sQp0dYBnAPWbOO26LuFybVwaqF34ek.KRGH1gv6tAdL1pzUANLyVTobeyGxiVFEi4wTq_YZQt8&dib_tag=se&keywords=car+speakers&qid=1760603864&refinements=p_36%3A4700-7200&sr=8-128&xpid=urmXIiwVlrrSJ
"Car Cargo Liners for VW Beetle (with Speaker) 2012-2019,Trunk Mat Protector Floor Mats Interior Accessories Trunk Cargo Liner All Weather Protection,Z",Z,LSMGLS,LSMGLS,None,None,https://www.amazon.com/2012-2019-Protector-Interior-Accessories-Protection/dp/B0FLYJTHWG/ref=sr_1_212?dib=eyJ2IjoiMSJ9.HfNB1LoToh9b7pP4dgX8i1eYBvF2eoAyZsgB1-SKXiMLcIFi0EXf3a7HsSN8cHwefc9LsM9sC5fifyKxLFM2-mHC7o36SyFlhtowt12OSa_24cG1PYmbjDbdT9A-A8wOSCrbhVYZ-hbww7YFv-ixZhrxHcad8UDxzutjuGlIPh1dnFetSvDj51c5GQnX6y_8MVQXsupBrOuJ4bJtq8eqi8ZsZ4c0TkJVg1OX1Wp1PV8.ufTT0l4kCAADoKuXypKrRQ28v25R5MaDDBoV2Aaa6j0&dib_tag=se&keywords=car+speakers&qid=1760603886&refinements=p_36%3A4700-7200&sr=8-212&xpid=urmXIiwVlrrSJ
"Car Cargo Liners for BMW 5 Series E61 Station Wagon (Left Side with Speaker) 2002-2010,Trunk Liner Wear Resistant Cargo Mats Cargo Liners Rear Cargo Trunk Mat Mat Trunk Liner Replacement,O",O,LSMGLS,LSMGLS,None,None,https://www.amazon.com/dp/B0FWBJCKNT/ref=sr_1_241?dib=eyJ2IjoiMSJ9.IYaMRlRdOz7boU8kJsICG0wcwZJ91GTi4ZJf8aRvv3s8-J6d3op08xwk4jdWvddz4P4yv7oeMqO52BAFA_vH9UtaI1AaXRTaTG6Pb8N3yetwcUxii8uzxW1afjmQYB0Jn3g9IEzQ5btNkzvwLdH-u8jikTzCiRPhYS0b944nVzRpkp17nmW1tePWjESr2NzYvzWXNmyTvqgyTEbw_p1BPRE5B4EDKkoYsFhKVMFbakg.mqDsmc2JGSvkKHtzrToutgwG8mRMQZDFnNo0YkFPqek&dib_tag=se&keywords=car+speakers&qid=1760603895&refinements=p_36%3A4700-7200&sr=8-241&xpid=urmXIiwVlrrSJ
Standard Horizon MLS-410 Fixed Mount Speaker - White,STANDARD HORIZON,10 Watts,Wired,Mono,"Flush Mount, Bracket Mount, Tabletop Mount",https://www.amazon.com/Standard-Horizon-MLS-410-Fixed-Speaker/dp/B0CWLNJYTP/ref=sr_1_108?dib=eyJ2IjoiMSJ9.-nXCURHyf2li0UcIA301fKBUJZBLxYsaKtyj7k3NkU8lEJyXBceHL3wNWS_8gPfNjgn99dZMK49EeYCF3WazsmLcDZLoD5MLG4AmWHJDGlpXa7lEupYZb5_NoMS2Z_lSySbxs0Oivp0juPSdhQFhqBxT1oC6nuvW7T8b1lS4OLFEuuAtppQBCuRx6fBfm8Sacnf7b04YTWf6bpZB2aqecAAsZHQXigm1MCHctGGELsM.wdqVkYcUhX8_uAJXuDlysTebPkPOigXvS3j4QRyV5xI&dib_tag=se&keywords=car+speakers&qid=1760603862&refinements=p_36%3A4700-7200&sr=8-108&xpid=urmXIiwVlrrSJ
"Pioneer G-Series TS-G6930F 6” x 9” 3-Way Speakers (Pair) – 400W Max, Balanced Sound + Smooth Treble, Great Stock Replacement, High-Efficiency Speaker Designed for OEM Power",PIONEER,400 Watts,32000 Hz,Coaxial,Stereo,https://www.amazon.com/Pioneer-TS-G6930F-3-Way-Coaxial-Speaker/dp/B07594MRH2/ref=sr_1_31?dib=eyJ2IjoiMSJ9.aaJPLUtd6uDykRkRwSSgbQ9S3uzddZOxnzIa_uI4txh9F08YJJwCP3Y54dBqqUCqCQKoEUff8Q0mYW93UkA9Jmhh9NFpPY6RnT-7GkamYuit1gaR2M8GdNaB2AMLfgGTsQsfQTNP_op8XNggZ2MwEvk0afgelcilR7K-QSO7HOyvIIDctW8kqw2Pz0IDY5M9oEEHBa3rFCHnmy3eBuhqvk8FzQJZFAHzqwwzxDaYg9I.DRxqjcK2OGOpRLrNq1bghGrhzjcwGR6B_aPjnZLwRFY&dib_tag=se&keywords=car+speakers&qid=1760603845&refinements=p_36%3A4700-7200&sr=8-31&xpid=urmXIiwVlrrSJ
"PRV AUDIO TW700Ti-CR Super Tweeter, 4"" Titanium Bullet Super Tweeter 8 Ohm Chrome, 1.5"" VC Pro Audio High Frequency Driver, 107dB 240 Watts, Built-in Polyester Capacitor (Single)",PRV AUDIO,480 Watts,20000 Hz,Wired,Stereo,https://www.amazon.com/PRV-TW700Ti-CR-Titanium-Tweeter-Frequency/dp/B072YJTLSK/ref=sr_1_97?dib=eyJ2IjoiMSJ9.-nXCURHyf2li0UcIA301fKBUJZBLxYsaKtyj7k3NkU8lEJyXBceHL3wNWS_8gPfNjgn99dZMK49EeYCF3WazsmLcDZLoD5MLG4AmWHJDGlpXa7lEupYZb5_NoMS2Z_lSySbxs0Oivp0juPSdhQFhqBxT1oC6nuvW7T8b1lS4OLFEuuAtppQBCuRx6fBfm8Sacnf7b04YTWf6bpZB2aqecAAsZHQXigm1MCHctGGELsM.wdqVkYcUhX8_uAJXuDlysTebPkPOigXvS3j4QRyV5xI&dib_tag=se&keywords=car+speakers&qid=1760603862&refinements=p_36%3A4700-7200&sr=8-97&xpid=urmXIiwVlrrSJ
Mini Wireless Bluetooth subwoofer Speaker with 3W high Volume and 9D subwoofer Bluetooth 5.0 Portable mini Steel Cannon Voice Prompt Suitable for car/Home/Outdoor use,LENOLL,5 Watts,20 KHz,Bluetooth,Stereo,https://www.amazon.com/LENOLL-Wireless-Bluetooth-subwoofer-Portable/dp/B0FVD2B9XH/ref=sr_1_113?dib=eyJ2IjoiMSJ9.JfNt78MsmYwFDPWKX2l859lCcPohMI91VDExSz_AGr72f4dFxdHZG3v5NTYj--cYTD5lCUkxtFkaKVYpUXnLiRiPV905tvu67BH2jjhrbrcRTLgq-oX2UqUPwZU2VxGoofqMVpippkmCOgWDOwfdunrgRxlG7YydRRLu7-U2G65HUsy3BtICNkSh3xgy423j-ma3Iv79Vn-p5sQp0dYBnAPWbOO26LuFybVwaqF34ek.KRGH1gv6tAdL1pzUANLyVTobeyGxiVFEi4wTq_YZQt8&dib_tag=se&keywords=car+speakers&qid=1760603864&refinements=p_36%3A4700-7200&sr=8-113&xpid=urmXIiwVlrrSJ
Fit For Mercedes-Benz 2011-2012 R172 SLK200 2016-2019 W197 SLC300 260 Interior Door Speaker Mesh Cover(Gray),None,None,None,None,None,https://www.amazon.com/Mercedes-Benz-2011-2012-2016-2019-Interior-Speaker/dp/B0FRSHC7YT/ref=sr_1_181?dib=eyJ2IjoiMSJ9.D7Z7U1ys8U_AU7bdNZr5DvebwKjdWHxxBc9iRBk-iXmga-fsgaUGb94CwKAToD-SZ74JSsJSHM6f5PfrABmpIG4i7ITTBWVMHT1zwx7R9GMPQ-AgsJB4ewtxPCLXmUKm7ZurlJq3wWaP1kH1LCPhv8l-VxAc4jtMKY5ca3HiYLmYI1fh8l7qzqjVRZRGfiEUz2_q6ySEYFtgnT2Gx3rZcFYJMdteuFaW-7irVUo3vFM.8BzAGnJTbx7kHAfsAj3G1v4vmJT_bmOO8I9jfJ4fHgg&dib_tag=se&keywords=car+speakers&qid=1760603880&refinements=p_36%3A4700-7200&sr=8-181&xpid=urmXIiwVlrrSJ
DFR5-69-11Y DFR5-69-17Y Car Audio Speaker Cover Door Loudspeaker Fit for Mazda CX-30 CX30,None,None,None,None,None,https://www.amazon.com/DFR5-69-11Y-DFR5-69-17Y-Audio-Speaker-Loudspeaker/dp/B0FRSLRDDR/ref=sr_1_162?dib=eyJ2IjoiMSJ9.gKWRSCXxziLlAnn0_95A21NrkmcdPI-b-0he0K_orFBlmNX2IouUaV-MVrt4ltgbP0q4xak5jjuuMA27XPOQPr3eMRWFwML7IDVWEdcU4AsVjyXqvQ1j7lNHzHXB8YQ2q68xqNwCVTNC0QO-NlnzpUslse2THqpsBK7XWFrLF6Q-mRtkSP8_C0SGN8vfu5UB1SxPQbUNn26_KpcWb0qFqtzy7pdUZapKJdLp9C-uBZY.PY_TvunR7vHCgPjajVIgASOoCD06dTYO7RyRxkJSRS4&dib_tag=se&keywords=car+speakers&qid=1760603874&refinements=p_36%3A4700-7200&sr=8-162&xpid=urmXIiwVlrrSJ
"PRV AUDIO 6.5 Inch Midbass Speaker 6MB200 v2 8 Ohm - 200 Watts 93.5 dB 1.5"" Voice Coil - 6 Inch Speaker for Car Audio with Outstanding Vocals and Punch for Small Custom Enclosures - Pro Audio (Single)",PRV AUDIO,4E+2 Watts,wired,Surround,Car Mount,https://www.amazon.com/PRV-AUDIO-6MB200-V2-Speaker/dp/B07K8QT5GM/ref=sr_1_45?dib=eyJ2IjoiMSJ9.s_GooZuYHsJgsgOtB-v8hLMmBnqDoksRuY74TDotZ7s9nB1qhKtBUorf4tv7trVmoJRMnIq5sk3kjJ9egKqzjyW_N5k0XGlzNv7JyNETbdHJMa1QeYT8SdSrtjZhNBc-YaetYunHgq6Au_HMh5IV0aMViHD_xkGOKsbiqD5QlwlehXMAk-g4irb8IfVKtnXCu1otZ5COSFUg8lJPwggdoUaMFP_OhhuX_C0fK1Tgwpo.Sdd898t6mrGvwq0ElpQXNv4fJzRhdzo0LN4HIh7C_0U&dib_tag=se&keywords=car+speakers&qid=1760603848&refinements=p_36%3A4700-7200&sr=8-45&xpid=urmXIiwVlrrSJ
